transaction,location,total_amount,limit,result
,,12300,50000,2
,,22500,50000,0
,,47569.62,50000,2
,,22211.58,50000,2
,,8600,50000,1
,,42518.37,50000,2
,,33807.77,50000,2
,,7400,50000,0
,,43353.53,50000,2
,,34511.98,50000,2
,,37200,50000,0
,,38400,50000,2
,,3900,50000,0
,,15563.17,50000,2
,,8015.96,50000,2
,,25624.41,50000,2
,,45794.19,50000,2
,,41757.02,50000,2
,,49803.63,50000,2
,,22487.3,50000,2
,,17500,50000,2
,,34496.62,50000,2
,,624.67,50000,0
,,33722.65,50000,2
,,18409.11,50000,2
,,36843.04,50000,2
,,45578.59,50000,2
,,38000,50000,2
,,8141.73,50000,0
,,8000,50000,0
,,39957.14,50000,2
,,2854.17,50000,0
,,39200,50000,2
,,18047.99,50000,2
,,22546.67,50000,2
,,40106.06,50000,2
,,30786.04,50000,2
,,35888.9,50000,2
,,48500,50000,0
,,8300,50000,0
,,13200,50000,0
,,18747.19,50000,2
,,1023.02,50000,2
,,4800,50000,2
,,47482.16,50000,2
,,22800,50000,2
,,19600,50000,2
,,36711.61,50000,2
,,17200,50000,0
,,13578.83,50000,2
,,2000,50000,2
,,32000,50000,2
,,34896.77,50000,2
,,45512.18,50000,2
,,1200,50000,0
,,6000,50000,2
,,4200,50000,0
,,36372.42,50000,2
,,3299.15,50000,0
,,20860.56,50000,2
,,8600,50000,0
,,2363.93,50000,2
,,35963.66,50000,2
,,10000,50000,0
,,9000,50000,0
,,1600,50000,0
,,32489.85,50000,2
,,5800,50000,0
,,3900,50000,0
,,16821.69,50000,2
,,48615.57,50000,2
,,1130.79,50000,2
,,9100,50000,0
,,15000,50000,2
,,19184.76,50000,2
,,900,50000,0
,,28622.4,50000,2
,,33003.87,50000,2
,,14800,50000,1
,,8017.54,50000,0
,,15638.98,50000,2
,,7035.01,50000,0
,,48649.22,50000,2
,,19200,50000,0
,,3700,50000,0
,,36800,50000,2
,,5200,50000,0
,,49820.8,50000,2
,,17000,50000,0
,,20022.34,50000,2
,,28874.01,50000,2
,,9500,50000,0
,,10775.25,50000,2
,,36561.69,50000,2
,,49706.73,50000,2
,,16195.96,50000,2
,,41500,50000,0
,,17200,50000,2
,,35448.93,50000,2
,,6000,50000,0
,,16200,50000,2
,,33421.09,50000,2
,,19362.99,50000,2
,,17975.37,50000,2
,,33566.84,50000,2
,,7900,50000,0
,,39426.09,50000,2
,,8600,50000,0
,,8400,50000,0
,,5919.39,50000,0
,,24900,50000,0
,,8100,50000,0
,,4600,50000,0
,,34484.59,50000,2
,,24600,50000,0
,,14600,50000,0
,,25118.47,50000,2
,,25971.55,50000,2
,,47500,50000,2
,,3144.66,50000,2
,,8400,50000,0
,,9875.87,50000,0
,,28000,50000,2
,,2600,50000,0
,,18910.87,50000,2
,,6600,50000,0
,,30237.37,50000,2
,,33836.46,50000,2
,,12831.35,50000,2
,,21189.74,50000,2
,,32247.52,50000,2
,,23100,50000,0
,,44701.89,50000,2
,,21300,50000,2
,,37314.71,50000,2
,,5502.55,50000,0
,,20000,50000,0
,,18600,50000,0
,,6900,50000,0
,,38800,50000,2
,,5700,50000,0
,,28500,50000,0
,,1500,50000,0
,,2669.78,50000,0
,,234.77,50000,0
,,4200,50000,0
,,34800,50000,0
,,27300,50000,0
,,12300,50000,0
,,12000,50000,2
,,8200,50000,1
,,47084.02,50000,2
,,42865.77,50000,2
,,1547.34,50000,0
,,24120.21,50000,2
,,13092.08,50000,2
,,28012.18,50000,2
,,6800,50000,2
,,524.14,50000,0
,,5700,50000,0
,,48500,50000,0
,,32829.26,50000,2
,,2167.11,50000,0
,,1400,50000,0
,,24900,50000,0
,,5000,50000,2
,,49447.18,50000,2
,,2800,50000,0
,,28779.73,50000,2
,,46965.59,50000,2
,,27500,50000,2
,,29661.54,50000,2
,,26500,50000,2
,,7800,50000,0
,,2500,50000,2
,,9100,50000,0
,,43263.74,50000,2
,,5600,50000,2
,,4200,50000,2
,,5600,50000,2
,,37596.89,50000,2
,,22116.94,50000,2
,,17541.62,50000,2
,,45562.07,50000,2
,,27000,50000,0
,,33566.52,50000,2
,,25904.61,50000,2
,,7749.28,50000,2
,,38000,50000,2
,,10467.9,50000,2
,,9500,50000,2
,,28200,50000,0
,,12875.13,50000,2
,,18509.12,50000,2
,,10600,50000,1
,,22000,50000,2
,,2386.69,50000,2
,,39000,50000,0
,,42000,50000,2
,,17400,50000,2
,,13500,50000,0
,,31474.07,50000,2
,,6700,50000,0
,,24650.7,50000,2
,,17600,50000,0
,,800,50000,0
,,49940.9,50000,2
,,9400,50000,1
,,6494.51,50000,2
,,2400,50000,0
,,42781.84,50000,2
,,26940.85,50000,2
,,28694,50000,1
,,23100,50000,0
,,35446.99,50000,2
,,35331.89,50000,2
,,8800,50000,0
,,22871.12,50000,2
,,6000,50000,2
,,48000,50000,2
,,34500,50000,0
,,43000,50000,2
,,11903.66,50000,2
,,7600,50000,0
,,1000,50000,0
,,32844.63,50000,2
,,35833.92,50000,2
,,27600,50000,0
,,33200,50000,0
,,18252.26,50000,2
,,24000,50000,2
,,38532.2,50000,2
,,40000,50000,2
,,9600,50000,0
,,12898.8,50000,2
,,19200,50000,2
,,13400,50000,0
,,21600,50000,2
,,18000,50000,0
,,13600,50000,0
,,12664.23,50000,2
,,41041.94,50000,2
,,10600,50000,0
,,11806.53,50000,2
,,26000,50000,2
,,8500,50000,0
,,17000,50000,1
,,13200,50000,0
,,1775.29,50000,0
,,46606.75,50000,2
,,13352.82,50000,2
,,29000,50000,0
,,4900,50000,0
,,15507.03,50000,2
,,22619.7,50000,2
,,29600,50000,0
,,800,50000,0
,,6500,50000,0
,,12179.37,50000,2
,,23837.66,50000,2
,,24734.8,50000,2
,,17985.65,50000,2
,,9677.74,50000,2
,,24374.39,50000,2
,,9200,50000,2
,,3600,50000,0
,,17517.57,50000,2
,,15188.56,50000,2
,,9600,50000,1
,,2400,50000,1
,,22800,50000,0
,,3900,50000,0
,,5224.15,50000,0
,,18600,50000,0
,,27179.71,50000,2
,,6300,50000,2
,,39169.6,50000,2
,,44799.72,50000,2
,,45309.09,50000,2
,,20292.43,50000,2
,,8200,50000,0
,,30559.68,50000,2
,,46788.92,50000,2
,,35550.4,50000,2
,,39837.74,50000,2
,,11600,50000,0
,,19200,50000,0
,,30727.75,50000,2
,,220.36,50000,2
,,19400,50000,0
,,5400,50000,0
,,25200,50000,0
,,9600,50000,0
,,8600,50000,0
,,11500,50000,2
,,4000,50000,0
,,43179.7,50000,2
,,11200,50000,1
,,40000,50000,0
,,41000,50000,0
,,12800,50000,0
,,33500,50000,0
,,10000,50000,2
,,12793.48,50000,2
,,24066.45,50000,2
,,29000,50000,0
,,11454.91,50000,2
,,308.07,50000,2
,,49002.79,50000,2
,,12600,50000,0
,,25200,50000,2
,,11200,50000,0
,,4200,50000,0
,,37345.34,50000,2
,,14070.96,50000,2
,,48645.92,50000,2
,,2892.14,50000,0
,,16844.75,50000,2
,,5200,50000,0
,,22000,50000,0
,,46029.81,50000,2
,,10400,50000,0
,,18000,50000,0
,,38000,50000,0
,,6500,50000,0
,,49500,50000,0
,,17200,50000,0
,,18385.29,50000,2
,,14084.59,50000,2
,,30076.05,50000,2
,,8489,50000,2
,,4400,50000,0
,,26380.94,50000,2
,,8970.07,50000,0
,,16800,50000,0
,,19916.94,50000,2
,,12894.04,50000,2
,,28326.96,50000,2
,,13027.79,50000,2
,,46052.4,50000,2
,,19507.38,50000,2
,,4800,50000,0
,,357.89,50000,2
,,3100,50000,0
,,35053.9,50000,2
,,6100,50000,0
,,12400,50000,2
,,34516.46,50000,2
,,38400,50000,2
,,2600,50000,0
,,10000,50000,2
,,22853.97,50000,2
,,17807.21,50000,2
,,33246.25,50000,2
,,34000,50000,2
,,12495.36,50000,2
,,28527,50000,2
,,35159.55,50000,2
,,27553.83,50000,2
,,10800,50000,1
,,25770.72,50000,2
,,28098.72,50000,2
,,40133.78,50000,2
,,29012.27,50000,2
,,23535.17,50000,2
,,2100,50000,0
,,20993.61,50000,2
,,9800,50000,1
,,13800,50000,1
,,35200,50000,0
,,5634.2,50000,0
,,46205.43,50000,2
,,40500,50000,2
,,9000,50000,2
,,4800,50000,0
,,1600,50000,0
,,30000,50000,0
,,44225.43,50000,2
,,34984.28,50000,2
,,44283.55,50000,2
,,8200,50000,0
,,9400,50000,0
,,9728.63,50000,2
,,17570.22,50000,2
,,38842.59,50000,2
,,40468.62,50000,2
,,29000,50000,2
,,34000,50000,2
,,43406.62,50000,2
,,2000,50000,2
,,5500,50000,0
,,48476.05,50000,2
,,5100,50000,0
,,37058.04,50000,2
,,41671.92,50000,2
,,37635.26,50000,2
,,30000,50000,0
,,16400,50000,1
,,41115.76,50000,2
,,2100,50000,0
,,13200,50000,0
,,36947.38,50000,2
,,26725.87,50000,2
,,22712.82,50000,2
,,3800,50000,1
,,5400,50000,2
,,3712.91,50000,1
,,644.67,50000,0
,,1200,50000,0
,,46500,50000,2
,,36982.05,50000,2
,,21968.23,50000,2
,,4100,50000,0
,,36653.29,50000,2
,,8600,50000,0
,,1869.52,50000,2
,,16600,50000,1
,,15000,50000,0
,,47534.58,50000,2
,,36385.29,50000,2
,,5482.01,50000,1
,,5200,50000,0
,,2800,50000,0
,,17268.85,50000,2
,,5600,50000,0
,,34306.88,50000,2
,,15951.65,50000,2
,,9900,50000,0
,,37162.27,50000,2
,,500,50000,0
,,2700,50000,0
,,13151.43,50000,2
,,30000,50000,0
,,31918.79,50000,2
,,9800,50000,0
,,7600,50000,0
,,5100,50000,0
,,43293.8,50000,2
,,9300,50000,0
,,2100,50000,2
,,9300,50000,0
,,8100,50000,2
,,25200,50000,2
,,4200,50000,2
,,15500,50000,2
,,2432.66,50000,0
,,32883.24,50000,2
,,37805.44,50000,2
,,42240.9,50000,2
,,47445.24,50000,2
,,24500,50000,0
,,14616.74,50000,2
,,900,50000,2
,,16800,50000,2
,,47000,50000,2
,,32400,50000,2
,,33504.9,50000,2
,,8627.17,50000,1
,,14102.65,50000,2
,,44381.2,50000,2
,,14389.11,50000,2
,,2300,50000,0
,,6000,50000,2
,,21355.15,50000,2
,,41859.67,50000,2
,,400,50000,1
,,1600,50000,0
,,2561.18,50000,0
,,27600,50000,2
,,36000,50000,0
,,939.59,50000,0
,,9000,50000,0
,,37834.66,50000,2
,,1800,50000,1
,,4400,50000,0
,,6700,50000,0
,,18894.18,50000,2
,,32487.78,50000,2
,,37386.78,50000,2
,,13000,50000,2
,,45560.19,50000,2
,,3667.74,50000,2
,,21267.35,50000,2
,,14528.15,50000,2
,,8700,50000,0
,,9952.77,50000,0
,,38800,50000,2
,,1200,50000,0
,,7832.41,50000,1
,,16000,50000,0
,,5600,50000,1
,,37207.72,50000,2
,,1000,50000,0
,,35240.38,50000,2
,,43551.81,50000,2
,,5400,50000,2
,,18800,50000,2
,,16265.93,50000,2
,,10427.6,50000,2
,,43172.5,50000,2
,,1200,50000,0
,,24198.34,50000,2
,,26800,50000,0
,,35842.62,50000,2
,,24390.83,50000,2
,,4200,50000,1
,,3200,50000,0
,,6900,50000,2
,,19905.35,50000,2
,,800,50000,0
,,22963.35,50000,2
,,20000,50000,2
,,36336.97,50000,2
,,20600.66,50000,2
,,28000,50000,0
,,34000,50000,0
,,49592.98,50000,2
,,23896.81,50000,2
,,48500,50000,0
,,11200,50000,2
,,10800,50000,0
,,44483.75,50000,2
,,43937.97,50000,2
,,35200,50000,0
,,49669.73,50000,2
,,15900,50000,0
,,25457.96,50000,2
,,30409.84,50000,2
,,17904.02,50000,2
,,37917.29,50000,2
,,11479.98,50000,2
,,23200,50000,2
,,1074.67,50000,2
,,4281.41,50000,0
,,4000,50000,0
,,40301.78,50000,2
,,4300,50000,0
,,1151.98,50000,0
,,10400,50000,1
,,31188.4,50000,2
,,26500,50000,0
,,21630.56,50000,2
,,29400,50000,0
,,5000,50000,2
,,1121.24,50000,0
,,30267.8,50000,2
,,48000,50000,2
,,17600,50000,1
,,18500,50000,2
,,15000,50000,0
,,12717.92,50000,2
,,11800,50000,0
,,34117,50000,2
,,37073.46,50000,2
,,8086.37,50000,0
,,11700,50000,0
,,18986.45,50000,2
,,14000,50000,2
,,13800,50000,1
,,2800,50000,0
,,8700,50000,0
,,12800,50000,2
,,39763.89,50000,2
,,1900,50000,0
,,7995,50000,0
,,10200,50000,1
,,41225.83,50000,2
,,20287.6,50000,2
,,36183.86,50000,2
,,2141.05,50000,0
,,16100.87,50000,2
,,7000,50000,0
,,28186.6,50000,2
,,32947.44,50000,2
,,12000,50000,2
,,10600,50000,0
,,2600,50000,0
,,15200,50000,0
,,6000,50000,0
,,12300,50000,0
,,29680.62,50000,2
,,43030.57,50000,2
,,24321.78,50000,2
,,1600,50000,2
,,18529.72,50000,2
,,6029.55,50000,0
,,46227.54,50000,2
,,49914.7,50000,2
,,907.29,50000,0
,,48643.99,50000,2
,,7839.11,50000,2
,,4000,50000,0
,,28400,50000,2
,,10800,50000,0
,,9471.57,50000,0
,,3000,50000,0
,,13461.67,50000,2
,,7400,50000,0
,,32000,50000,0
,,21300,50000,0
,,5600,50000,0
,,14600,50000,0
,,22053.88,50000,2
,,2000,50000,0
,,44806.33,50000,2
,,5100,50000,0
,,6050.57,50000,0
,,7600,50000,0
,,13600,50000,2
,,11200,50000,0
,,26704.2,50000,2
,,12800,50000,2
,,5534.27,50000,0
,,18124.9,50000,2
,,15000,50000,0
,,7758.47,50000,0
,,17000,50000,2
,,2200,50000,0
,,14278.02,50000,2
,,18152.49,50000,2
,,39000,50000,2
,,12900,50000,2
,,10000,50000,2
,,4297.71,50000,0
,,6900,50000,2
,,11800,50000,1
,,36215.89,50000,2
,,35355.47,50000,2
,,9248.84,50000,0
,,31533.11,50000,2
,,2600,50000,0
,,43000,50000,2
,,25438.17,50000,2
,,8700,50000,0
,,14400,50000,0
,,26500,50000,2
,,626.76,50000,2
,,24661.52,50000,2
,,3500,50000,0
,,39200,50000,0
,,8800,50000,0
,,39672.28,50000,2
,,4156.71,50000,2
,,24842.01,50000,2
,,43020.22,50000,2
,,13729.52,50000,2
,,1472.71,50000,0
,,34126.43,50000,2
,,12998.09,50000,2
,,12000,50000,2
,,3145.4,50000,0
,,16500,50000,2
,,24066.95,50000,2
,,11100,50000,0
,,17990.16,50000,2
,,778.95,50000,0
,,32902.7,50000,2
,,8000,50000,0
,,28500,50000,0
,,37500,50000,0
,,37423,50000,2
,,49006.79,50000,2
,,21198.8,50000,2
,,22800,50000,2
,,23700,50000,2
,,6400,50000,0
,,4800,50000,0
,,15000,50000,1
,,27404.17,50000,2
,,47693.6,50000,2
,,33244.83,50000,2
,,38465.38,50000,2
,,6466.78,50000,0
,,33200,50000,0
,,35533.98,50000,2
,,34965.48,50000,2
,,1200,50000,0
,,25493.88,50000,2
,,16200,50000,0
,,16000,50000,2
,,20000,50000,0
,,29500,50000,0
,,9300,50000,0
,,49308.94,50000,2
,,45500,50000,0
,,27708.09,50000,2
,,13600,50000,0
,,43939.48,50000,2
,,40617.37,50000,2
,,8800,50000,1
,,17509.95,50000,2
,,11700,50000,0
,,22800,50000,0
,,29147.21,50000,2
,,45231.78,50000,2
,,41736.7,50000,2
,,18600,50000,1
,,29320.41,50000,2
,,13000,50000,1
,,3000,50000,0
,,9200,50000,0
,,23100,50000,0
,,25531.72,50000,2
,,482.56,50000,2
,,38629.36,50000,2
,,39075.37,50000,2
,,32322.01,50000,2
,,37946.44,50000,2
,,23500,50000,2
,,4700,50000,0
,,28382.3,50000,2
,,23500,50000,0
,,18400,50000,0
,,42500,50000,0
,,20700,50000,0
,,22284.65,50000,2
,,10209.46,50000,2
,,39477.85,50000,2
,,49883.2,50000,2
,,40733.86,50000,2
,,23154.51,50000,2
,,5900,50000,0
,,29700,50000,0
,,506.43,50000,2
,,3318.03,50000,2
,,40175.49,50000,2
,,38947.33,50000,2
,,605.22,50000,0
,,8068.71,50000,1
,,16596.25,50000,2
,,29302.87,50000,2
,,654.53,50000,0
,,40700.13,50000,2
,,26000,50000,0
,,18000,50000,2
,,2000,50000,0
,,3000,50000,1
,,10400,50000,0
,,12000,50000,1
,,35313.44,50000,2
,,16610.95,50000,2
,,22234.23,50000,2
,,40351.33,50000,2
,,46402.76,50000,2
,,23394.31,50000,2
,,40172.84,50000,2
,,2600,50000,0
,,28199.23,50000,2
,,394.09,50000,2
,,21256.13,50000,2
,,26268.32,50000,2
,,10800,50000,0
,,26100,50000,0
,,46642.62,50000,2
,,14800,50000,0
,,36400,50000,0
,,9700,50000,0
,,7300,50000,0
,,31353.84,50000,2
,,44643.99,50000,2
,,8141.45,50000,2
,,2566.1,50000,0
,,34934.51,50000,2
,,19949.6,50000,2
,,39262.74,50000,2
,,19844.72,50000,2
,,20772.65,50000,2
,,44026.58,50000,2
,,14200,50000,0
,,15400,50000,1
,,16267.75,50000,2
,,19600,50000,2
,,5024.79,50000,2
,,29475.46,50000,2
,,24000,50000,0
,,6600,50000,0
,,3400,50000,1
,,29470.26,50000,2
,,14800,50000,1
,,2160.24,50000,0
,,10521.13,50000,2
,,24030.46,50000,2
,,40696.2,50000,2
,,4133.39,50000,2
,,22500,50000,0
,,1045.37,50000,2
,,3300,50000,0
,,28957.16,50000,2
,,15200,50000,0
,,16214.97,50000,2
,,28500,50000,2
,,2451.68,50000,0
,,49519.57,50000,2
,,43905.99,50000,2
,,48820.36,50000,2
,,5100,50000,0
,,15456.27,50000,2
,,36000,50000,2
,,45435.32,50000,2
,,45490.21,50000,2
,,624.81,50000,2
,,8700,50000,2
,,32722.09,50000,2
,,9000,50000,2
,,13200,50000,0
,,45272.2,50000,2
,,2500,50000,0
,,38500,50000,2
,,40000,50000,2
,,31473.22,50000,2
,,13600,50000,0
,,7200,50000,0
,,18000,50000,2
,,15016.48,50000,2
,,30445.09,50000,2
,,7908.74,50000,0
,,19200,50000,0
,,19021.58,50000,2
,,46984.26,50000,2
,,5100,50000,2
,,44963.21,50000,2
,,2777.49,50000,0
,,20512.06,50000,2
,,22903.7,50000,2
,,16124.37,50000,2
,,21867.51,50000,2
,,13576.48,50000,2
,,11800,50000,0
,,14100,50000,2
,,8800,50000,0
,,26135.45,50000,2
,,8847.08,50000,2
,,10128.75,50000,2
,,42807.9,50000,2
,,6800,50000,0
,,25173.6,50000,2
,,29424.99,50000,2
,,8700,50000,2
,,49633.75,50000,2
,,500,50000,0
,,11954.52,50000,2
,,22689.79,50000,2
,,39739.76,50000,2
,,15400,50000,0
,,44838.08,50000,2
,,46563.5,50000,2
,,23100,50000,0
,,29355.17,50000,2
,,18000,50000,2
,,16000,50000,2
,,800,50000,0
,,1000,50000,2
,,17100,50000,2
,,26400,50000,0
,,42846.09,50000,2
,,30974.79,50000,2
,,21419.05,50000,2
,,38491.37,50000,2
,,14700,50000,2
,,15049.1,50000,2
,,10400,50000,0
,,4200,50000,0
,,5504.19,50000,1
,,22420.7,50000,2
,,19465.89,50000,2
,,12200,50000,1
,,38236.71,50000,2
,,5048.53,50000,0
,,20968.08,50000,2
,,12900,50000,0
,,44625.66,50000,2
,,14800,50000,2
,,20000,50000,0
,,25800,50000,2
,,4100,50000,0
,,16281.97,50000,2
,,18500,50000,0
,,26443.94,50000,2
,,22818.75,50000,2
,,1515.5,50000,0
,,9200,50000,0
,,30000,50000,0
,,3600,50000,0
,,35081.36,50000,2
,,2400,50000,0
,,24156.87,50000,2
,,13200,50000,0
,,13650.87,50000,2
,,31339.93,50000,2
,,25500,50000,0
,,41170.92,50000,2
,,38143.69,50000,2
,,45500,50000,2
,,5698.97,50000,0
,,34993.38,50000,2
,,34594.12,50000,2
,,2000,50000,2
,,26841.26,50000,2
,,2400,50000,0
,,29100,50000,0
,,23431.92,50000,2
,,39517.09,50000,2
,,30950.48,50000,2
,,13808.42,50000,2
,,9500,50000,0
,,400,50000,1
,,18565.41,50000,2
,,29000,50000,2
,,21900,50000,2
,,6515.57,50000,0
,,3588.25,50000,2
,,3185.51,50000,2
,,31253.92,50000,2
,,6700,50000,0
,,36341.11,50000,2
,,31500,50000,0
,,9001.64,50000,2
,,15859.13,50000,2
,,1500,50000,0
,,25200,50000,2
,,9800,50000,1
,,400,50000,0
,,13704.79,50000,2
,,16000,50000,0
,,2800,50000,2
,,9400,50000,0
,,29483.89,50000,2
,,22500,50000,2
,,43826.41,50000,2
,,7275.61,50000,0
,,6600,50000,1
,,36000,50000,0
,,6600,50000,0
,,7120.62,50000,2
,,22795.53,50000,2
,,35227.92,50000,2
,,2578.27,50000,1
,,23500,50000,2
,,11600,50000,0
,,11953.36,50000,2
,,1200,50000,2
,,10040.06,50000,2
,,24300,50000,0
,,16370.48,50000,2
,,29472.62,50000,2
,,40112.57,50000,2
,,18300,50000,0
,,32112.29,50000,2
,,9372.71,50000,0
,,32408.52,50000,2
,,24288.02,50000,2
,,18051.87,50000,2
,,46099.62,50000,2
,,7842.6,50000,0
,,43248.79,50000,2
,,17800,50000,1
,,27357.84,50000,2
,,20025.48,50000,2
,,3573.68,50000,0
,,5357.69,50000,1
,,13000,50000,1
,,17873.91,50000,2
,,19000,50000,1
,,26700,50000,0
,,17831.59,50000,2
,,48501.47,50000,2
,,4980.82,50000,0
,,13500,50000,0
,,27300,50000,0
,,41732.11,50000,2
,,2577.18,50000,0
,,25320.8,50000,2
,,9285.72,50000,0
,,37704.78,50000,2
,,32800,50000,2
,,8000,50000,1
,,14100,50000,0
,,40962.28,50000,2
,,1100,50000,0
,,35600,50000,0
,,39275.43,50000,2
,,28200,50000,0
,,5200,50000,1
,,4900,50000,0
,,46784.33,50000,2
,,48736.21,50000,2
,,5000,50000,1
,,15200,50000,1
,,30400,50000,2
,,26896.9,50000,2
,,5900,50000,0
,,28500,50000,0
,,18004.94,50000,2
,,17484.39,50000,2
,,4000,50000,0
,,38500,50000,0
,,30000,50000,0
,,17800,50000,1
,,46276.75,50000,2
,,36400,50000,2
,,7200,50000,0
,,17664.68,50000,2
,,21912.11,50000,2
,,15243.79,50000,2
,,22966.14,50000,2
,,830.28,50000,2
,,8600,50000,1
,,5700,50000,0
,,20500,50000,2
,,43879.35,50000,2
,,16549.97,50000,2
,,32400,50000,2
,,6500,50000,0
,,5800,50000,0
,,9802.1,50000,1
,,3824.82,50000,1
,,46307.19,50000,2
,,20000,50000,0
,,24502.43,50000,2
,,1527.26,50000,0
,,8800,50000,0
,,32000,50000,0
,,40866.02,50000,2
,,1600,50000,0
,,15200,50000,0
,,44017.95,50000,2
,,31016.85,50000,2
,,25260.73,50000,2
,,15600,50000,2
,,31000,50000,0
,,35659.69,50000,2
,,3208.53,50000,1
,,26700,50000,2
,,600,50000,0
,,16080.03,50000,2
,,29500,50000,2
,,47040.86,50000,2
,,30500,50000,2
,,29400,50000,0
,,39690.58,50000,2
,,400,50000,1
,,39720.73,50000,2
,,32121.68,50000,2
,,46778.9,50000,2
,,36292.92,50000,2
,,41757.08,50000,2
,,30185.02,50000,2
,,1700,50000,0
,,34058.12,50000,2
,,24282.86,50000,2
,,23084.36,50000,2
,,4978.7,50000,2
,,21860.15,50000,2
,,32400,50000,2
,,6219.17,50000,0
,,5197.66,50000,2
,,39254.13,50000,2
,,5960.51,50000,0
,,30500,50000,2
,,43779.75,50000,2
,,6792.05,50000,0
,,28500,50000,0
,,800,50000,1
,,17400,50000,2
,,42372.18,50000,2
,,5800,50000,1
,,7000,50000,1
,,1800,50000,0
,,41113.3,50000,2
,,39000,50000,0
,,36800,50000,0
,,1119.92,50000,0
,,2007.61,50000,0
,,32792.7,50000,2
,,27530.62,50000,2
,,42415.6,50000,2
,,21000,50000,0
,,18093.63,50000,2
,,31311.97,50000,2
,,26023.67,50000,2
,,4173.7,50000,0
,,48329.49,50000,2
,,14000,50000,0
,,35212.54,50000,2
,,47951.19,50000,2
,,44856.18,50000,2
,,21828.18,50000,2
,,48763.5,50000,2
,,3451.27,50000,2
,,4000,50000,0
,,19800,50000,0
,,47706.45,50000,2
,,11000,50000,0
,,14400,50000,2
,,30000,50000,2
,,6400,50000,0
,,15900,50000,0
,,17436.87,50000,2
,,35617.19,50000,2
,,7961.67,50000,2
,,7800,50000,2
,,3500,50000,0
,,6000,50000,0
,,46500,50000,0
,,11437.4,50000,2
,,9200,50000,0
,,48761.67,50000,2
,,26939.52,50000,2
,,5000,50000,0
,,18797.26,50000,2
,,2000,50000,0
,,6413.86,50000,2
,,700,50000,0
,,22000,50000,2
,,23838.13,50000,2
,,5700,50000,0
,,8700,50000,0
,,43260.13,50000,2
,,20700,50000,0
,,48361.14,50000,2
,,29700,50000,2
,,14400,50000,0
,,48297.54,50000,2
,,1600,50000,0
,,45500,50000,2
,,28200,50000,0
,,28293.32,50000,2
,,17203.13,50000,2
,,1600,50000,0
,,5700,50000,2
,,4877.75,50000,0
,,29100,50000,0
,,45212.23,50000,2
,,3100,50000,0
,,3035.76,50000,0
,,6800,50000,2
,,32959.29,50000,2
,,8000,50000,0
,,30441.63,50000,2
,,8300,50000,0
,,20967.99,50000,2
,,29688.41,50000,2
,,965.11,50000,0
,,2400,50000,2
,,19800,50000,0
,,9900,50000,0
,,12524.62,50000,2
,,24800,50000,0
,,9500,50000,0
,,6800,50000,1
,,5619.38,50000,1
,,22149.13,50000,2
,,31200,50000,2
,,18000,50000,2
,,12000,50000,0
,,27500,50000,0
,,40000,50000,2
,,35600,50000,0
,,241.27,50000,0
,,15535.71,50000,2
,,45631.65,50000,2
,,4541.9,50000,1
,,39815.76,50000,2
,,30393.01,50000,2
,,14664.5,50000,2
,,6909.27,50000,0
,,36110.75,50000,2
,,8677.17,50000,2
,,9194.7,50000,2
,,2800,50000,0
,,27200,50000,2
,,21527.44,50000,2
,,9000,50000,0
,,530.53,50000,2
,,36265.47,50000,2
,,9200,50000,0
,,17330.06,50000,2
,,31120.41,50000,2
,,32339.95,50000,2
,,48874.06,50000,2
,,28039.88,50000,2
,,40848.02,50000,2
,,29839.18,50000,2
,,7500,50000,2
,,4157.23,50000,0
,,41219.64,50000,2
,,1200,50000,0
,,17000,50000,0
,,7200,50000,0
,,4500,50000,2
,,8200,50000,0
,,27489.67,50000,2
,,19728.27,50000,2
,,29120.71,50000,2
,,10298.7,50000,2
,,21402.24,50000,2
,,28800,50000,2
,,33500,50000,2
,,1753.75,50000,0
,,47395.07,50000,2
,,25574.97,50000,2
,,41665.59,50000,2
,,5000,50000,1
,,16091.35,50000,2
,,6400,50000,0
,,7600,50000,0
,,5200,50000,0
,,6600,50000,0
,,12400,50000,0
,,15600,50000,0
,,35615.14,50000,2
,,9300,50000,0
,,7219.2,50000,0
,,45813.15,50000,2
,,3100,50000,0
,,29000,50000,0
,,6600,50000,0
,,42303.03,50000,2
,,900,50000,0
,,7200,50000,2
,,10800,50000,0
,,9600,50000,2
,,15000,50000,1
,,19400,50000,0
,,5454.13,50000,2
,,37500,50000,0
,,23500,50000,2
,,13401.49,50000,2
,,2700,50000,2
,,7467.02,50000,0
,,6800,50000,0
,,40475.46,50000,2
,,29100,50000,0
,,30924.54,50000,2
,,16200,50000,1
,,20823.47,50000,2
,,13269.87,50000,2
,,11800,50000,0
,,17100.59,50000,2
,,15782.78,50000,2
,,10600,50000,1
,,27000,50000,2
,,28000,50000,0
,,500,50000,0
,,8629.14,50000,2
,,35500,50000,0
,,31683.44,50000,2
,,45597.52,50000,2
,,27098.67,50000,2
,,29600,50000,0
,,16400,50000,1
,,38115.3,50000,2
,,6800,50000,0
,,35600,50000,0
,,10630.05,50000,2
,,14000,50000,0
,,25800,50000,2
,,36889.58,50000,2
,,10800,50000,1
,,16800,50000,0
,,3800,50000,0
,,400,50000,1
,,34408.39,50000,2
,,33336.69,50000,2
,,16451.64,50000,2
,,22390.64,50000,2
,,41644.38,50000,2
,,21200,50000,0
,,26400,50000,0
