transactions,locations,total_amount,limit,result,risk_flag
3,3,22800.0,50000,2,Fraud
4,4,19600.0,50000,2,Fraud
4,4,36711.61,50000,2,Fraud
4,1,17200.0,50000,0,Clean
5,3,13578.83,50000,2,Fraud
5,4,2000.0,50000,2,Fraud
5,3,32000.0,50000,2,Fraud
2,1,34896.77,50000,2,Fraud
4,3,45512.18,50000,2,Fraud
1,1,1200.0,50000,0,Clean
3,3,6000.0,50000,2,Fraud
1,1,4200.0,50000,0,Clean
5,1,36372.42,50000,2,Fraud
3,1,3299.15,50000,0,Clean
5,5,20860.56,50000,2,Fraud
2,1,8600.0,50000,0,Clean
3,3,2363.93,50000,2,Fraud
3,2,35963.66,50000,2,Fraud
4,1,10000.0,50000,0,Clean
1,1,9000.0,50000,0,Clean
1,1,1600.0,50000,0,Clean
3,1,32489.85,50000,2,Fraud
1,1,5800.0,50000,0,Clean
1,1,3900.0,50000,0,Clean
5,3,16821.69,50000,2,Fraud
1,1,48615.57,50000,2,Fraud
4,4,1130.79,50000,2,Fraud
1,1,9100.0,50000,0,Clean
3,3,15000.0,50000,2,Fraud
1,1,19184.76,50000,2,Fraud
3,2,900.0,50000,0,Clean
4,3,28622.4,50000,2,Fraud
2,1,33003.87,50000,2,Fraud
2,2,14800.0,50000,1,Clean
3,1,8017.54,50000,0,Clean
2,2,15638.98,50000,2,Fraud
1,1,7035.01,50000,0,Clean
1,1,48649.22,50000,2,Fraud
4,2,19200.0,50000,0,Clean
1,1,3700.0,50000,0,Clean
4,3,36800.0,50000,2,Fraud
4,2,5200.0,50000,0,Clean
1,1,49820.8,50000,2,Fraud
5,1,17000.0,50000,0,Clean
3,3,20022.34,50000,2,Fraud
3,2,28874.01,50000,2,Fraud
5,2,9500.0,50000,0,Clean
4,3,10775.25,50000,2,Fraud
5,5,36561.69,50000,2,Fraud
3,1,49706.73,50000,2,Fraud
3,2,16195.96,50000,2,Fraud
5,1,41500.0,50000,0,Suspecious
4,4,17200.0,50000,2,Fraud
1,1,35448.93,50000,2,Fraud
1,1,6000.0,50000,0,Clean
3,3,16200.0,50000,2,Fraud
3,1,33421.09,50000,2,Fraud
1,1,19362.99,50000,2,Fraud
3,1,17975.37,50000,2,Fraud
1,1,33566.84,50000,2,Fraud
1,1,7900.0,50000,0,Clean
1,1,39426.09,50000,2,Fraud
2,1,8600.0,50000,0,Clean
1,1,8400.0,50000,0,Clean
3,1,5919.39,50000,0,Clean
3,2,24900.0,50000,0,Clean
1,1,8100.0,50000,0,Clean
1,1,4600.0,50000,0,Clean
2,2,34484.59,50000,2,Fraud
3,1,24600.0,50000,0,Clean
2,1,14600.0,50000,0,Clean
1,1,25118.47,50000,2,Fraud
1,1,25971.55,50000,2,Fraud
5,3,47500.0,50000,2,Fraud
4,4,3144.66,50000,2,Fraud
3,2,8400.0,50000,0,Clean
1,1,9875.87,50000,0,Clean
5,3,28000.0,50000,2,Fraud
2,1,2600.0,50000,0,Clean
5,2,18910.87,50000,2,Fraud
1,1,6600.0,50000,0,Clean
2,2,30237.37,50000,2,Fraud
4,2,33836.46,50000,2,Fraud
3,2,12831.35,50000,2,Fraud
2,2,21189.74,50000,2,Fraud
3,1,32247.52,50000,2,Fraud
3,1,23100.0,50000,0,Clean
1,1,44701.89,50000,2,Fraud
3,3,21300.0,50000,2,Fraud
5,5,37314.71,50000,2,Fraud
1,1,5502.55,50000,0,Clean
5,2,20000.0,50000,0,Clean
3,2,18600.0,50000,0,Clean
1,1,6900.0,50000,0,Clean
4,4,38800.0,50000,2,Fraud
1,1,5700.0,50000,0,Clean
3,1,28500.0,50000,0,Clean
3,1,1500.0,50000,0,Clean
2,1,2669.78,50000,0,Clean
4,2,234.77,50000,0,Clean
3,1,4200.0,50000,0,Clean
4,2,34800.0,50000,0,Clean
3,2,27300.0,50000,0,Clean
3,2,12300.0,50000,0,Clean
3,3,12000.0,50000,2,Fraud
2,2,8200.0,50000,1,Clean
2,1,47084.02,50000,2,Fraud
3,1,42865.77,50000,2,Fraud
2,1,1547.34,50000,0,Clean
4,2,24120.21,50000,2,Fraud
3,1,13092.08,50000,2,Fraud
4,3,28012.18,50000,2,Fraud
4,3,6800.0,50000,2,Fraud
1,1,524.14,50000,0,Clean
1,1,5700.0,50000,0,Clean
5,2,48500.0,50000,0,Clean
2,2,32829.26,50000,2,Fraud
4,1,2167.11,50000,0,Clean
1,1,1400.0,50000,0,Clean
3,2,24900.0,50000,0,Clean
5,5,5000.0,50000,2,Fraud
5,3,49447.18,50000,2,Fraud
4,2,2800.0,50000,0,Clean
4,1,28779.73,50000,2,Fraud
3,1,46965.59,50000,2,Fraud
5,5,27500.0,50000,2,Fraud
1,1,29661.54,50000,2,Fraud
5,5,26500.0,50000,2,Fraud
3,2,7800.0,50000,0,Clean
5,4,2500.0,50000,2,Fraud
1,1,9100.0,50000,0,Clean
2,2,43263.74,50000,2,Fraud
4,3,5600.0,50000,2,Fraud
3,3,4200.0,50000,2,Fraud
4,3,5600.0,50000,2,Fraud
2,2,37596.89,50000,2,Fraud
5,4,22116.94,50000,2,Fraud
2,2,17541.62,50000,2,Fraud
1,1,45562.07,50000,2,Fraud
5,2,27000.0,50000,0,Clean
1,1,33566.52,50000,2,Fraud
3,2,25904.61,50000,2,Fraud
5,5,7749.28,50000,2,Fraud
5,4,38000.0,50000,2,Fraud
5,4,10467.9,50000,2,Fraud
5,3,9500.0,50000,2,Fraud
3,2,28200.0,50000,0,Clean
5,4,12875.13,50000,2,Fraud
5,2,18509.12,50000,2,Fraud
2,2,10600.0,50000,1,Clean
5,4,22000.0,50000,2,Fraud
4,4,2386.69,50000,2,Fraud
5,1,39000.0,50000,0,Suspecious
5,5,42000.0,50000,2,Fraud
3,3,17400.0,50000,2,Fraud
3,1,13500.0,50000,0,Clean
3,2,31474.07,50000,2,Fraud
1,1,6700.0,50000,0,Clean
2,1,24650.7,50000,2,Fraud
4,1,17600.0,50000,0,Clean
4,2,800.0,50000,0,Clean
3,3,49940.9,50000,2,Fraud
2,2,9400.0,50000,1,Clean
3,3,6494.51,50000,2,Fraud
1,1,2400.0,50000,0,Clean
3,2,42781.84,50000,2,Fraud
2,1,26940.85,50000,2,Fraud
2,2,28694.0,50000,1,Clean
3,2,23100.0,50000,0,Clean
4,2,35446.99,50000,2,Fraud
4,3,35331.89,50000,2,Fraud
4,1,8800.0,50000,0,Clean
1,1,22871.12,50000,2,Fraud
5,3,6000.0,50000,2,Fraud
5,3,48000.0,50000,2,Fraud
5,1,34500.0,50000,0,Suspecious
5,5,43000.0,50000,2,Fraud
3,2,11903.66,50000,2,Fraud
1,1,7600.0,50000,0,Clean
5,1,1000.0,50000,0,Clean
5,2,32844.63,50000,2,Fraud
4,3,35833.92,50000,2,Fraud
4,2,27600.0,50000,0,Clean
4,2,33200.0,50000,0,Clean
3,1,18252.26,50000,2,Fraud
4,4,24000.0,50000,2,Fraud
1,1,38532.2,50000,2,Fraud
4,4,40000.0,50000,2,Fraud
1,1,9600.0,50000,0,Clean
4,2,12898.8,50000,2,Fraud
3,3,19200.0,50000,2,Fraud
2,1,13400.0,50000,0,Clean
3,3,21600.0,50000,2,Fraud
4,1,18000.0,50000,0,Clean
4,2,13600.0,50000,0,Clean
5,3,12664.23,50000,2,Fraud
4,1,41041.94,50000,2,Fraud
2,1,10600.0,50000,0,Clean
3,3,11806.53,50000,2,Fraud
4,3,26000.0,50000,2,Fraud
5,1,8500.0,50000,0,Clean
2,2,17000.0,50000,1,Clean
3,1,13200.0,50000,0,Clean
1,1,1775.29,50000,0,Clean
1,1,46606.75,50000,2,Fraud
3,3,13352.82,50000,2,Fraud
5,2,29000.0,50000,0,Clean
1,1,4900.0,50000,0,Clean
4,4,15507.03,50000,2,Fraud
4,2,22619.7,50000,2,Fraud
4,1,29600.0,50000,0,Clean
2,1,800.0,50000,0,Clean
1,1,6500.0,50000,0,Clean
2,1,12179.37,50000,2,Fraud
1,1,23837.66,50000,2,Fraud
3,1,24734.8,50000,2,Fraud
5,5,17985.65,50000,2,Fraud
4,4,9677.74,50000,2,Fraud
3,1,24374.39,50000,2,Fraud
4,4,9200.0,50000,2,Fraud
1,1,3600.0,50000,0,Clean
1,1,17517.57,50000,2,Fraud
3,3,15188.56,50000,2,Fraud
2,2,9600.0,50000,1,Clean
2,2,2400.0,50000,1,Clean
4,1,22800.0,50000,0,Clean
1,1,3900.0,50000,0,Clean
2,1,5224.15,50000,0,Clean
3,2,18600.0,50000,0,Clean
5,2,27179.71,50000,2,Fraud
3,3,6300.0,50000,2,Fraud
2,1,39169.6,50000,2,Fraud
3,1,44799.72,50000,2,Fraud
5,5,45309.09,50000,2,Fraud
1,1,20292.43,50000,2,Fraud
1,1,8200.0,50000,0,Clean
1,1,30559.68,50000,2,Fraud
3,2,46788.92,50000,2,Fraud
2,1,35550.4,50000,2,Fraud
4,4,39837.74,50000,2,Fraud
4,2,11600.0,50000,0,Clean
2,1,19200.0,50000,0,Clean
5,5,30727.75,50000,2,Fraud
5,5,220.36,50000,2,Fraud
2,1,19400.0,50000,0,Clean
1,1,5400.0,50000,0,Clean
3,1,25200.0,50000,0,Clean
1,1,9600.0,50000,0,Clean
1,1,8600.0,50000,0,Clean
5,4,11500.0,50000,2,Fraud
1,1,4000.0,50000,0,Clean
1,1,43179.7,50000,2,Fraud
2,2,11200.0,50000,1,Clean
4,1,40000.0,50000,0,Suspecious
5,2,41000.0,50000,0,Clean
2,1,12800.0,50000,0,Clean
5,1,33500.0,50000,0,Suspecious
4,4,10000.0,50000,2,Fraud
4,4,12793.48,50000,2,Fraud
2,2,24066.45,50000,2,Fraud
5,1,29000.0,50000,0,Clean
5,3,11454.91,50000,2,Fraud
4,3,308.07,50000,2,Fraud
5,3,49002.79,50000,2,Fraud
3,2,12600.0,50000,0,Clean
3,3,25200.0,50000,2,Fraud
4,1,11200.0,50000,0,Clean
1,1,4200.0,50000,0,Clean
5,5,37345.34,50000,2,Fraud
3,1,14070.96,50000,2,Fraud
2,2,48645.92,50000,2,Fraud
5,2,2892.14,50000,0,Clean
4,2,16844.75,50000,2,Fraud
1,1,5200.0,50000,0,Clean
5,2,22000.0,50000,0,Clean
2,1,46029.81,50000,2,Fraud
2,1,10400.0,50000,0,Clean
4,2,18000.0,50000,0,Clean
5,1,38000.0,50000,0,Suspecious
1,1,6500.0,50000,0,Clean
5,2,49500.0,50000,0,Clean
2,1,17200.0,50000,0,Clean
1,1,18385.29,50000,2,Fraud
2,2,14084.59,50000,2,Fraud
4,4,30076.05,50000,2,Fraud
5,5,8489.0,50000,2,Fraud
1,1,4400.0,50000,0,Clean
1,1,26380.94,50000,2,Fraud
4,1,8970.07,50000,0,Clean
2,1,16800.0,50000,0,Clean
2,2,19916.94,50000,2,Fraud
2,1,12894.04,50000,2,Fraud
3,2,28326.96,50000,2,Fraud
5,5,13027.79,50000,2,Fraud
3,2,46052.4,50000,2,Fraud
2,1,19507.38,50000,2,Fraud
1,1,4800.0,50000,0,Clean
5,4,357.89,50000,2,Fraud
1,1,3100.0,50000,0,Clean
3,3,35053.9,50000,2,Fraud
1,1,6100.0,50000,0,Clean
4,4,12400.0,50000,2,Fraud
5,3,34516.46,50000,2,Fraud
4,4,38400.0,50000,2,Fraud
2,1,2600.0,50000,0,Clean
5,3,10000.0,50000,2,Fraud
3,3,22853.97,50000,2,Fraud
1,1,17807.21,50000,2,Fraud
3,2,33246.25,50000,2,Fraud
4,3,34000.0,50000,2,Fraud
1,1,12495.36,50000,2,Fraud
4,4,28527.0,50000,2,Fraud
2,2,35159.55,50000,2,Fraud
1,1,27553.83,50000,2,Fraud
2,2,10800.0,50000,1,Clean
2,1,25770.72,50000,2,Fraud
3,3,28098.72,50000,2,Fraud
4,2,40133.78,50000,2,Fraud
5,3,29012.27,50000,2,Fraud
5,4,23535.17,50000,2,Fraud
1,1,2100.0,50000,0,Clean
5,3,20993.61,50000,2,Fraud
2,2,9800.0,50000,1,Clean
2,2,13800.0,50000,1,Clean
4,2,35200.0,50000,0,Clean
4,2,5634.2,50000,0,Clean
3,3,46205.43,50000,2,Fraud
5,4,40500.0,50000,2,Fraud
5,5,9000.0,50000,2,Fraud
3,1,4800.0,50000,0,Clean
1,1,1600.0,50000,0,Clean
4,1,30000.0,50000,0,Clean
4,4,44225.43,50000,2,Fraud
3,3,34984.28,50000,2,Fraud
3,3,44283.55,50000,2,Fraud
1,1,8200.0,50000,0,Clean
1,1,9400.0,50000,0,Clean
4,3,9728.63,50000,2,Fraud
3,2,17570.22,50000,2,Fraud
2,2,38842.59,50000,2,Fraud
2,1,40468.62,50000,2,Fraud
5,5,29000.0,50000,2,Fraud
5,4,34000.0,50000,2,Fraud
4,3,43406.62,50000,2,Fraud
4,3,2000.0,50000,2,Fraud
5,1,5500.0,50000,0,Clean
5,2,48476.05,50000,2,Fraud
3,1,5100.0,50000,0,Clean
2,2,37058.04,50000,2,Fraud
4,2,41671.92,50000,2,Fraud
3,1,37635.26,50000,2,Fraud
4,2,30000.0,50000,0,Clean
2,2,16400.0,50000,1,Clean
5,1,41115.76,50000,2,Fraud
1,1,2100.0,50000,0,Clean
4,2,13200.0,50000,0,Clean
2,1,36947.38,50000,2,Fraud
5,2,26725.87,50000,2,Fraud
2,1,22712.82,50000,2,Fraud
2,2,3800.0,50000,1,Clean
3,3,5400.0,50000,2,Fraud
2,2,3712.91,50000,1,Clean
5,2,644.67,50000,0,Clean
4,2,1200.0,50000,0,Clean
5,4,46500.0,50000,2,Fraud
3,2,36982.05,50000,2,Fraud
3,3,21968.23,50000,2,Fraud
1,1,4100.0,50000,0,Clean
4,4,36653.29,50000,2,Fraud
1,1,8600.0,50000,0,Clean
3,3,1869.52,50000,2,Fraud
2,2,16600.0,50000,1,Clean
2,1,15000.0,50000,0,Clean
5,3,47534.58,50000,2,Fraud
5,5,36385.29,50000,2,Fraud
2,2,5482.01,50000,1,Clean
1,1,5200.0,50000,0,Clean
1,1,2800.0,50000,0,Clean
1,1,17268.85,50000,2,Fraud
1,1,5600.0,50000,0,Clean
5,3,34306.88,50000,2,Fraud
4,3,15951.65,50000,2,Fraud
3,1,9900.0,50000,0,Clean
5,1,37162.27,50000,2,Fraud
1,1,500.0,50000,0,Clean
3,1,2700.0,50000,0,Clean
2,1,13151.43,50000,2,Fraud
3,1,30000.0,50000,0,Clean
3,2,31918.79,50000,2,Fraud
2,1,9800.0,50000,0,Clean
2,1,7600.0,50000,0,Clean
3,2,5100.0,50000,0,Clean
2,2,43293.8,50000,2,Fraud
3,1,9300.0,50000,0,Clean
3,3,2100.0,50000,2,Fraud
1,1,9300.0,50000,0,Clean
3,3,8100.0,50000,2,Fraud
3,3,25200.0,50000,2,Fraud
3,3,4200.0,50000,2,Fraud
5,4,15500.0,50000,2,Fraud
1,1,2432.66,50000,0,Clean
4,2,32883.24,50000,2,Fraud
1,1,37805.44,50000,2,Fraud
5,1,42240.9,50000,2,Fraud
5,2,47445.24,50000,2,Fraud
5,1,24500.0,50000,0,Clean
1,1,14616.74,50000,2,Fraud
3,3,900.0,50000,2,Fraud
4,3,16800.0,50000,2,Fraud
5,5,47000.0,50000,2,Fraud
4,4,32400.0,50000,2,Fraud
2,2,33504.9,50000,2,Fraud
2,2,8627.17,50000,1,Clean
2,2,14102.65,50000,2,Fraud
2,2,44381.2,50000,2,Fraud
1,1,14389.11,50000,2,Fraud
1,1,2300.0,50000,0,Clean
4,4,6000.0,50000,2,Fraud
2,1,21355.15,50000,2,Fraud
4,1,41859.67,50000,2,Fraud
2,2,400.0,50000,1,Clean
1,1,1600.0,50000,0,Clean
3,1,2561.18,50000,0,Clean
4,3,27600.0,50000,2,Fraud
5,1,36000.0,50000,0,Suspecious
4,2,939.59,50000,0,Clean
1,1,9000.0,50000,0,Clean
4,3,37834.66,50000,2,Fraud
2,2,1800.0,50000,1,Clean
4,1,4400.0,50000,0,Clean
1,1,6700.0,50000,0,Clean
1,1,18894.18,50000,2,Fraud
5,3,32487.78,50000,2,Fraud
3,2,37386.78,50000,2,Fraud
5,4,13000.0,50000,2,Fraud
3,1,45560.19,50000,2,Fraud
4,3,3667.74,50000,2,Fraud
2,1,21267.35,50000,2,Fraud
4,2,14528.15,50000,2,Fraud
3,1,8700.0,50000,0,Clean
2,1,9952.77,50000,0,Clean
4,4,38800.0,50000,2,Fraud
1,1,1200.0,50000,0,Clean
2,2,7832.41,50000,1,Clean
2,1,16000.0,50000,0,Clean
2,2,5600.0,50000,1,Clean
3,1,37207.72,50000,2,Fraud
1,1,1000.0,50000,0,Clean
4,3,35240.38,50000,2,Fraud
4,3,43551.81,50000,2,Fraud
3,3,5400.0,50000,2,Fraud
4,4,18800.0,50000,2,Fraud
4,3,16265.93,50000,2,Fraud
5,3,10427.6,50000,2,Fraud
1,1,43172.5,50000,2,Fraud
2,1,1200.0,50000,0,Clean
4,4,24198.34,50000,2,Fraud
4,2,26800.0,50000,0,Clean
4,4,35842.62,50000,2,Fraud
3,2,24390.83,50000,2,Fraud
2,2,4200.0,50000,1,Clean
4,1,3200.0,50000,0,Clean
3,3,6900.0,50000,2,Fraud
2,2,19905.35,50000,2,Fraud
1,1,800.0,50000,0,Clean
2,2,22963.35,50000,2,Fraud
5,5,20000.0,50000,2,Fraud
4,2,36336.97,50000,2,Fraud
1,1,20600.66,50000,2,Fraud
4,2,28000.0,50000,0,Clean
5,1,34000.0,50000,0,Suspecious
1,1,49592.98,50000,2,Fraud
4,1,23896.81,50000,2,Fraud
5,1,48500.0,50000,0,Suspecious
4,4,11200.0,50000,2,Fraud
2,1,10800.0,50000,0,Clean
1,1,44483.75,50000,2,Fraud
1,1,43937.97,50000,2,Fraud
4,1,35200.0,50000,0,Suspecious
1,1,49669.73,50000,2,Fraud
3,2,15900.0,50000,0,Clean
3,3,25457.96,50000,2,Fraud
3,1,30409.84,50000,2,Fraud
5,2,17904.02,50000,2,Fraud
5,3,37917.29,50000,2,Fraud
2,2,11479.98,50000,2,Fraud
4,4,23200.0,50000,2,Fraud
3,3,1074.67,50000,2,Fraud
2,1,4281.41,50000,0,Clean
1,1,4000.0,50000,0,Clean
1,1,40301.78,50000,2,Fraud
1,1,4300.0,50000,0,Clean
1,1,1151.98,50000,0,Clean
2,2,10400.0,50000,1,Clean
1,1,31188.4,50000,2,Fraud
5,1,26500.0,50000,0,Clean
2,1,21630.56,50000,2,Fraud
3,2,29400.0,50000,0,Clean
5,3,5000.0,50000,2,Fraud
2,1,1121.24,50000,0,Clean
4,4,30267.8,50000,2,Fraud
5,3,48000.0,50000,2,Fraud
2,2,17600.0,50000,1,Clean
5,4,18500.0,50000,2,Fraud
2,1,15000.0,50000,0,Clean
5,4,12717.92,50000,2,Fraud
2,1,11800.0,50000,0,Clean
4,2,34117.0,50000,2,Fraud
4,3,37073.46,50000,2,Fraud
5,1,8086.37,50000,0,Clean
3,1,11700.0,50000,0,Clean
5,5,18986.45,50000,2,Fraud
5,5,14000.0,50000,2,Fraud
2,2,13800.0,50000,1,Clean
4,2,2800.0,50000,0,Clean
1,1,8700.0,50000,0,Clean
4,3,12800.0,50000,2,Fraud
2,1,39763.89,50000,2,Fraud
1,1,1900.0,50000,0,Clean
4,2,7995.0,50000,0,Clean
2,2,10200.0,50000,1,Clean
3,2,41225.83,50000,2,Fraud
1,1,20287.6,50000,2,Fraud
2,1,36183.86,50000,2,Fraud
1,1,2141.05,50000,0,Clean
3,1,16100.87,50000,2,Fraud
2,1,7000.0,50000,0,Clean
5,2,28186.6,50000,2,Fraud
2,2,32947.44,50000,2,Fraud
4,4,12000.0,50000,2,Fraud
2,1,10600.0,50000,0,Clean
1,1,2600.0,50000,0,Clean
2,1,15200.0,50000,0,Clean
1,1,6000.0,50000,0,Clean
3,2,12300.0,50000,0,Clean
3,1,29680.62,50000,2,Fraud
4,1,43030.57,50000,2,Fraud
5,1,24321.78,50000,2,Fraud
4,4,1600.0,50000,2,Fraud
4,4,18529.72,50000,2,Fraud
2,1,6029.55,50000,0,Clean
2,2,46227.54,50000,2,Fraud
3,1,49914.7,50000,2,Fraud
1,1,907.29,50000,0,Clean
4,1,48643.99,50000,2,Fraud
5,4,7839.11,50000,2,Fraud
4,2,4000.0,50000,0,Clean
4,4,28400.0,50000,2,Fraud
4,1,10800.0,50000,0,Clean
2,1,9471.57,50000,0,Clean
2,1,3000.0,50000,0,Clean
2,2,13461.67,50000,2,Fraud
1,1,7400.0,50000,0,Clean
4,2,32000.0,50000,0,Clean
3,1,21300.0,50000,0,Clean
2,1,5600.0,50000,0,Clean
2,1,14600.0,50000,0,Clean
4,2,22053.88,50000,2,Fraud
4,1,2000.0,50000,0,Clean
1,1,44806.33,50000,2,Fraud
1,1,5100.0,50000,0,Clean
1,1,6050.57,50000,0,Clean
4,1,7600.0,50000,0,Clean
4,3,13600.0,50000,2,Fraud
2,1,11200.0,50000,0,Clean
2,2,26704.2,50000,2,Fraud
4,4,12800.0,50000,2,Fraud
5,2,5534.27,50000,0,Clean
5,5,18124.9,50000,2,Fraud
3,2,15000.0,50000,0,Clean
2,1,7758.47,50000,0,Clean
5,5,17000.0,50000,2,Fraud
2,1,2200.0,50000,0,Clean
2,1,14278.02,50000,2,Fraud
2,2,18152.49,50000,2,Fraud
5,3,39000.0,50000,2,Fraud
3,3,12900.0,50000,2,Fraud
4,3,10000.0,50000,2,Fraud
3,1,4297.71,50000,0,Clean
3,3,6900.0,50000,2,Fraud
2,2,11800.0,50000,1,Clean
5,1,36215.89,50000,2,Fraud
4,3,35355.47,50000,2,Fraud
3,2,9248.84,50000,0,Clean
3,3,31533.11,50000,2,Fraud
1,1,2600.0,50000,0,Clean
5,3,43000.0,50000,2,Fraud
1,1,25438.17,50000,2,Fraud
1,1,8700.0,50000,0,Clean
3,1,14400.0,50000,0,Clean
5,5,26500.0,50000,2,Fraud
5,5,626.76,50000,2,Fraud
1,1,24661.52,50000,2,Fraud
1,1,3500.0,50000,0,Clean
4,2,39200.0,50000,0,Clean
1,1,8800.0,50000,0,Clean
4,4,39672.28,50000,2,Fraud
3,3,4156.71,50000,2,Fraud
4,1,24842.01,50000,2,Fraud
5,4,43020.22,50000,2,Fraud
1,1,13729.52,50000,2,Fraud
3,2,1472.71,50000,0,Clean
1,1,34126.43,50000,2,Fraud
5,5,12998.09,50000,2,Fraud
4,3,12000.0,50000,2,Fraud
3,2,3145.4,50000,0,Clean
3,3,16500.0,50000,2,Fraud
2,1,24066.95,50000,2,Fraud
3,2,11100.0,50000,0,Clean
3,2,17990.16,50000,2,Fraud
2,1,778.95,50000,0,Clean
2,1,32902.7,50000,2,Fraud
1,1,8000.0,50000,0,Clean
3,1,28500.0,50000,0,Clean
5,1,37500.0,50000,0,Suspecious
2,1,37423.0,50000,2,Fraud
4,2,49006.79,50000,2,Fraud
3,3,21198.8,50000,2,Fraud
4,3,22800.0,50000,2,Fraud
3,3,23700.0,50000,2,Fraud
2,1,6400.0,50000,0,Clean
3,2,4800.0,50000,0,Clean
2,2,15000.0,50000,1,Clean
4,2,27404.17,50000,2,Fraud
2,2,47693.6,50000,2,Fraud
3,2,33244.83,50000,2,Fraud
4,1,38465.38,50000,2,Fraud
3,2,6466.78,50000,0,Clean
4,2,33200.0,50000,0,Clean
4,4,35533.98,50000,2,Fraud
1,1,34965.48,50000,2,Fraud
4,1,1200.0,50000,0,Clean
1,1,25493.88,50000,2,Fraud
3,1,16200.0,50000,0,Clean
4,3,16000.0,50000,2,Fraud
5,1,20000.0,50000,0,Clean
5,2,29500.0,50000,0,Clean
3,2,9300.0,50000,0,Clean
3,1,49308.94,50000,2,Fraud
5,1,45500.0,50000,0,Suspecious
2,2,27708.09,50000,2,Fraud
4,2,13600.0,50000,0,Clean
3,3,43939.48,50000,2,Fraud
4,2,40617.37,50000,2,Fraud
2,2,8800.0,50000,1,Clean
1,1,17509.95,50000,2,Fraud
3,1,11700.0,50000,0,Clean
4,1,22800.0,50000,0,Clean
1,1,29147.21,50000,2,Fraud
2,1,45231.78,50000,2,Fraud
1,1,41736.7,50000,2,Fraud
2,2,18600.0,50000,1,Clean
4,4,29320.41,50000,2,Fraud
2,2,13000.0,50000,1,Clean
1,1,3000.0,50000,0,Clean
1,1,9200.0,50000,0,Clean
3,1,23100.0,50000,0,Clean
4,1,25531.72,50000,2,Fraud
4,4,482.56,50000,2,Fraud
1,1,38629.36,50000,2,Fraud
2,1,39075.37,50000,2,Fraud
2,1,32322.01,50000,2,Fraud
4,2,37946.44,50000,2,Fraud
5,4,23500.0,50000,2,Fraud
1,1,4700.0,50000,0,Clean
1,1,28382.3,50000,2,Fraud
5,1,23500.0,50000,0,Clean
4,1,18400.0,50000,0,Clean
5,2,42500.0,50000,0,Clean
3,2,20700.0,50000,0,Clean
3,3,22284.65,50000,2,Fraud
2,2,10209.46,50000,2,Fraud
3,1,39477.85,50000,2,Fraud
2,2,49883.2,50000,2,Fraud
2,2,40733.86,50000,2,Fraud
5,4,23154.51,50000,2,Fraud
1,1,5900.0,50000,0,Clean
3,1,29700.0,50000,0,Clean
4,4,506.43,50000,2,Fraud
5,3,3318.03,50000,2,Fraud
1,1,40175.49,50000,2,Fraud
4,3,38947.33,50000,2,Fraud
3,2,605.22,50000,0,Clean
2,2,8068.71,50000,1,Clean
2,2,16596.25,50000,2,Fraud
3,2,29302.87,50000,2,Fraud
1,1,654.53,50000,0,Clean
1,1,40700.13,50000,2,Fraud
4,1,26000.0,50000,0,Clean
3,3,18000.0,50000,2,Fraud
2,1,2000.0,50000,0,Clean
2,2,3000.0,50000,1,Clean
2,1,10400.0,50000,0,Clean
2,2,12000.0,50000,1,Clean
3,3,35313.44,50000,2,Fraud
3,2,16610.95,50000,2,Fraud
3,1,22234.23,50000,2,Fraud
4,4,40351.33,50000,2,Fraud
4,1,46402.76,50000,2,Fraud
2,2,23394.31,50000,2,Fraud
4,2,40172.84,50000,2,Fraud
1,1,2600.0,50000,0,Clean
2,2,28199.23,50000,2,Fraud
5,4,394.09,50000,2,Fraud
5,3,21256.13,50000,2,Fraud
4,2,26268.32,50000,2,Fraud
4,2,10800.0,50000,0,Clean
3,1,26100.0,50000,0,Clean
4,1,46642.62,50000,2,Fraud
4,2,14800.0,50000,0,Clean
4,2,36400.0,50000,0,Clean
1,1,9700.0,50000,0,Clean
1,1,7300.0,50000,0,Clean
1,1,31353.84,50000,2,Fraud
3,2,44643.99,50000,2,Fraud
3,3,8141.45,50000,2,Fraud
1,1,2566.1,50000,0,Clean
5,3,34934.51,50000,2,Fraud
5,3,19949.6,50000,2,Fraud
2,2,39262.74,50000,2,Fraud
1,1,19844.72,50000,2,Fraud
3,3,20772.65,50000,2,Fraud
5,5,44026.58,50000,2,Fraud
2,1,14200.0,50000,0,Clean
2,2,15400.0,50000,1,Clean
2,1,16267.75,50000,2,Fraud
4,4,19600.0,50000,2,Fraud
5,3,5024.79,50000,2,Fraud
1,1,29475.46,50000,2,Fraud
5,2,24000.0,50000,0,Clean
3,1,6600.0,50000,0,Clean
2,2,3400.0,50000,1,Clean
5,2,29470.26,50000,2,Fraud
2,2,14800.0,50000,1,Clean
5,2,2160.24,50000,0,Clean
3,2,10521.13,50000,2,Fraud
5,3,24030.46,50000,2,Fraud
3,3,40696.2,50000,2,Fraud
4,4,4133.39,50000,2,Fraud
3,2,22500.0,50000,0,Clean
4,4,1045.37,50000,2,Fraud
3,2,3300.0,50000,0,Clean
3,2,28957.16,50000,2,Fraud
2,1,15200.0,50000,0,Clean
1,1,16214.97,50000,2,Fraud
3,3,28500.0,50000,2,Fraud
2,1,2451.68,50000,0,Clean
1,1,49519.57,50000,2,Fraud
1,1,43905.99,50000,2,Fraud
5,3,48820.36,50000,2,Fraud
3,1,5100.0,50000,0,Clean
4,3,15456.27,50000,2,Fraud
